release_date,date,value
2022-01-07,2021-12-01,3.9
2022-02-04,2022-01-01,4.0
2022-03-04,2022-02-01,3.8
2022-04-01,2022-03-01,3.6
2022-05-06,2022-04-01,3.6
2022-06-03,2022-05-01,3.6
2022-07-08,2022-06-01,3.6
2022-08-05,2022-07-01,3.5
2022-09-02,2022-08-01,3.7
2022-10-07,2022-09-01,3.5
2022-11-04,2022-10-01,3.7
2022-12-02,2022-11-01,3.7
2023-01-06,2022-12-01,3.5
2023-02-03,2023-01-01,3.4
2023-03-10,2023-02-01,3.6
2023-04-07,2023-03-01,3.5
2023-05-05,2023-04-01,3.4
2023-06-02,2023-05-01,3.7
2023-07-07,2023-06-01,3.6
2023-08-04,2023-07-01,3.5
2023-09-01,2023-08-01,3.8
2023-10-06,2023-09-01,3.8
2023-11-03,2023-10-01,3.9
2023-12-08,2023-11-01,3.7
2024-01-05,2023-12-01,3.7
2024-02-02,2024-01-01,3.7
2024-03-08,2024-02-01,3.9
2024-04-05,2024-03-01,3.8
2024-05-03,2024-04-01,3.9
2024-06-07,2024-05-01,4.0
2024-07-05,2024-06-01,4.1
2024-08-02,2024-07-01,4.3
2024-09-06,2024-08-01,4.2
2024-10-04,2024-09-01,4.1
2024-11-01,2024-10-01,4.1
2024-12-06,2024-11-01,4.2
2025-01-10,2024-12-01,4.1
2025-02-07,2025-01-01,4.0
2025-03-07,2025-02-01,4.1
2025-04-04,2025-03-01,4.2
2025-05-02,2025-04-01,4.2
2025-06-06,2025-05-01,4.2
2025-07-03,2025-06-01,4.1
2025-08-01,2025-07-01,4.2
2025-09-05,2025-08-01,4.3
2025-11-20,2025-09-01,4.4
