release_date,date,value
2023-02-15,2023-01-01,0.026135383228271396
2023-03-17,2023-02-01,0.0002922674792960135
2023-04-14,2023-03-01,0.3768548017810072
2023-05-16,2023-04-01,0.47879643642831476
2023-06-15,2023-05-01,-0.1590504658114237
2023-07-18,2023-06-01,-0.5420022567215369
2023-08-16,2023-07-01,0.9944789340662153
2023-09-15,2023-08-01,0.3847049237574269
2023-10-17,2023-09-01,0.28504505550878706
2023-11-16,2023-10-01,-0.634842010249185
2023-12-15,2023-11-01,0.24038531950646
2024-01-17,2023-12-01,0.05262125097993532
2024-02-15,2024-01-01,-0.09506045981601507
2024-03-15,2024-02-01,0.10388837966409539
2024-04-16,2024-03-01,0.3890087903469529
2024-05-16,2024-04-01,0.005936381454344687
2024-06-18,2024-05-01,0.8527671253734572
2024-07-17,2024-06-01,0.6444513695196546
2024-08-15,2024-07-01,-0.6380529486409439
2024-09-17,2024-08-01,0.8143233325969804
2024-10-17,2024-09-01,-0.28280559471267214
2024-11-15,2024-10-01,-0.26250686252616817
2024-12-17,2024-11-01,-0.1470929555009515
2025-01-17,2024-12-01,0.9185867865500711
2025-02-14,2025-01-01,0.5124131776705504
2025-03-18,2025-02-01,0.7455890172572082
2025-04-16,2025-03-01,-0.31759678066248487
2025-05-15,2025-04-01,-0.0063530872634959545
2025-06-17,2025-05-01,-0.2184516516794166
2025-07-16,2025-06-01,0.33465110042233265
2025-08-15,2025-07-01,-0.12198202542028123
2025-09-16,2025-08-01,0.09718800147178251
2025-12-03,2025-09-01,0.09661502023092436
2025-12-23,2025-10-01,-0.0559637818927156
2025-12-23,2025-11-01,0.1746772161864223
